transaction_id,transaction_date,city,product_category,units_sold,revenue,customer_satisfaction
TXN-50177,2026-01-13,New York,Electronics,2,568.89,5
TXN-50178,2026-01-13,London,Home & Kitchen,4,318.68,5
TXN-50179,2026-01-13,Singapore,Groceries,4,165.59,5
TXN-50180,2026-01-14,Tokyo,Books,1,21.59,4
TXN-50181,2026-01-14,Berlin,Groceries,3,95.31,3
TXN-50182,2026-01-14,Berlin,Home & Kitchen,1,101.99,5
TXN-50183,2026-01-14,Berlin,Groceries,1,39.51,3
TXN-50184,2026-01-14,Berlin,Books,4,93.99,3
TXN-50185,2026-01-14,Tokyo,Home & Kitchen,4,404.84,4
TXN-50186,2026-01-14,Tokyo,Groceries,3,104.61,3
TXN-50187,2026-01-14,London,Fashion,4,310.27,4
TXN-50188,2026-01-14,Berlin,Books,1,20.73,4
TXN-50189,2026-01-14,London,Groceries,1,41.69,4
TXN-50190,2026-01-14,New York,Home & Kitchen,5,441.4,3
TXN-50191,2026-01-14,Berlin,Fashion,3,228.23,4
TXN-50192,2026-01-14,New York,Books,2,39.2,3
TXN-50193,2026-01-14,Tokyo,Groceries,4,131.1,5
TXN-50194,2026-01-14,San Francisco,Home & Kitchen,2,168.85,3
TXN-50195,2026-01-14,Tokyo,Home & Kitchen,1,82.23,3
TXN-50196,2026-01-15,Singapore,Electronics,2,524.76,5
TXN-50197,2026-01-15,Berlin,Groceries,3,107.59,4
TXN-50198,2026-01-15,San Francisco,Books,4,85.23,4
TXN-50199,2026-01-15,Berlin,Fashion,5,393.36,3
TXN-50200,2026-01-15,London,Electronics,4,1001.96,5
TXN-50201,2026-01-15,New York,Groceries,3,117.37,5
TXN-50202,2026-01-15,Singapore,Home & Kitchen,4,394.26,4
TXN-50203,2026-01-15,Tokyo,Home & Kitchen,3,254.93,5
TXN-50204,2026-01-15,Tokyo,Books,3,69.65,5
TXN-50205,2026-01-15,Berlin,Fashion,4,271.62,4
TXN-50206,2026-01-15,London,Electronics,4,1111.57,4
TXN-50207,2026-01-15,Singapore,Books,2,41.94,3
TXN-50208,2026-01-15,Berlin,Fashion,5,349.86,3
TXN-50209,2026-01-15,New York,Books,5,117.31,3
TXN-50210,2026-01-15,Tokyo,Fashion,2,129.14,4
TXN-50211,2026-01-16,Singapore,Home & Kitchen,4,372.28,4
TXN-50212,2026-01-16,Tokyo,Home & Kitchen,3,277.45,4
TXN-50213,2026-01-16,New York,Home & Kitchen,5,391.22,5
TXN-50214,2026-01-16,San Francisco,Groceries,1,36.06,3
TXN-50215,2026-01-16,Tokyo,Electronics,2,554.1,3
TXN-50216,2026-01-16,London,Electronics,1,247.0,4
TXN-50217,2026-01-16,San Francisco,Books,2,42.37,5
TXN-50218,2026-01-16,San Francisco,Fashion,2,129.32,4
TXN-50219,2026-01-16,Singapore,Home & Kitchen,2,178.38,5
TXN-50220,2026-01-16,San Francisco,Fashion,4,305.58,4
TXN-50221,2026-01-16,Singapore,Groceries,1,40.94,4
TXN-50222,2026-01-16,Singapore,Groceries,5,165.79,4
TXN-50223,2026-01-16,Berlin,Groceries,3,114.63,4
TXN-50224,2026-01-17,Tokyo,Groceries,3,100.78,4
TXN-50225,2026-01-17,New York,Books,2,40.58,4
TXN-50226,2026-01-17,London,Home & Kitchen,3,231.18,5
TXN-50227,2026-01-17,London,Books,1,21.4,5
TXN-50228,2026-01-17,Berlin,Electronics,4,1149.85,4
TXN-50229,2026-01-17,Berlin,Fashion,3,202.8,3
TXN-50230,2026-01-17,London,Home & Kitchen,2,185.04,5
TXN-50231,2026-01-17,London,Electronics,4,910.01,4
TXN-50232,2026-01-17,New York,Fashion,3,209.58,4
TXN-50233,2026-01-17,San Francisco,Fashion,2,159.03,4
TXN-50234,2026-01-17,Berlin,Home & Kitchen,3,293.03,4
TXN-50235,2026-01-17,London,Books,3,68.48,4
TXN-50236,2026-01-17,San Francisco,Electronics,2,579.02,5
TXN-50237,2026-01-17,Berlin,Books,3,55.63,4
TXN-50238,2026-01-17,London,Electronics,5,1171.35,4
TXN-50239,2026-01-17,Berlin,Groceries,4,160.54,4
TXN-50240,2026-01-17,Singapore,Electronics,2,520.72,5
TXN-50241,2026-01-17,London,Home & Kitchen,5,410.72,3
TXN-50242,2026-01-17,Singapore,Books,3,65.69,3
TXN-50243,2026-01-18,New York,Electronics,3,899.08,3
TXN-50244,2026-01-18,San Francisco,Electronics,5,1175.87,4
TXN-50245,2026-01-18,Singapore,Groceries,5,179.5,5
TXN-50246,2026-01-18,Tokyo,Fashion,1,80.51,5
TXN-50247,2026-01-18,London,Books,1,22.14,3
TXN-50248,2026-01-18,Tokyo,Books,2,46.27,3
TXN-50249,2026-01-18,Berlin,Groceries,3,96.41,4
TXN-50250,2026-01-18,New York,Fashion,4,259.7,3
TXN-50251,2026-01-18,New York,Home & Kitchen,1,96.56,3
TXN-50252,2026-01-18,Berlin,Fashion,2,128.88,5
TXN-50253,2026-01-19,San Francisco,Home & Kitchen,2,169.76,3
TXN-50254,2026-01-19,New York,Home & Kitchen,3,295.17,3
TXN-50255,2026-01-19,Berlin,Fashion,3,239.31,3
TXN-50256,2026-01-19,San Francisco,Electronics,1,251.87,3
TXN-50257,2026-01-19,London,Home & Kitchen,1,80.94,3
TXN-50258,2026-01-19,Singapore,Fashion,4,296.19,5
TXN-50259,2026-01-19,Tokyo,Electronics,4,1133.41,5
TXN-50260,2026-01-19,New York,Home & Kitchen,4,357.39,5
TXN-50261,2026-01-19,Singapore,Electronics,5,1238.11,5
TXN-50262,2026-01-19,New York,Electronics,4,1154.19,4
TXN-50263,2026-01-19,Tokyo,Electronics,4,922.05,3
TXN-50264,2026-01-20,San Francisco,Home & Kitchen,1,79.72,5
TXN-50265,2026-01-20,Berlin,Home & Kitchen,3,258.64,5
TXN-50266,2026-01-20,London,Home & Kitchen,4,357.57,4
TXN-50267,2026-01-20,Singapore,Electronics,1,288.96,5
TXN-50268,2026-01-20,Singapore,Home & Kitchen,2,174.93,3
TXN-50269,2026-01-20,London,Books,4,81.57,5
TXN-50270,2026-01-20,London,Electronics,4,993.76,4
TXN-50271,2026-01-20,San Francisco,Groceries,4,128.82,3
TXN-50272,2026-01-20,Tokyo,Electronics,1,280.84,4
TXN-50273,2026-01-20,Berlin,Fashion,1,75.32,5
TXN-50274,2026-01-20,London,Home & Kitchen,1,86.98,5
TXN-50275,2026-01-20,Singapore,Books,1,23.81,5
TXN-50276,2026-01-20,London,Groceries,1,37.57,3
TXN-50277,2026-01-21,San Francisco,Books,1,20.1,5
TXN-50278,2026-01-21,New York,Groceries,3,112.58,4
TXN-50279,2026-01-21,Berlin,Home & Kitchen,5,468.56,5
TXN-50280,2026-01-21,Berlin,Electronics,3,681.51,4
TXN-50281,2026-01-21,London,Groceries,3,94.69,3
TXN-50282,2026-01-21,Singapore,Home & Kitchen,4,313.1,5
TXN-50283,2026-01-21,New York,Electronics,5,1205.67,4
TXN-50284,2026-01-21,London,Books,2,40.44,5
TXN-50285,2026-01-21,Berlin,Groceries,5,161.96,3
TXN-50286,2026-01-21,San Francisco,Fashion,5,320.23,3
TXN-50287,2026-01-22,Singapore,Books,4,83.66,4
TXN-50288,2026-01-22,London,Books,2,45.06,3
TXN-50289,2026-01-22,Tokyo,Groceries,1,34.47,5
TXN-50290,2026-01-22,Tokyo,Home & Kitchen,5,467.56,3
TXN-50291,2026-01-22,Tokyo,Fashion,5,320.75,3
TXN-50292,2026-01-22,San Francisco,Groceries,2,79.05,4
TXN-50293,2026-01-22,New York,Groceries,1,36.72,4
TXN-50294,2026-01-22,San Francisco,Fashion,4,296.74,3
TXN-50295,2026-01-22,Berlin,Home & Kitchen,3,235.01,5
TXN-50296,2026-01-22,Tokyo,Electronics,1,259.48,3
TXN-50297,2026-01-22,Berlin,Groceries,4,150.08,5
TXN-50298,2026-01-22,London,Books,1,20.43,4
TXN-50299,2026-01-23,Tokyo,Home & Kitchen,3,236.24,3
TXN-50300,2026-01-23,Tokyo,Fashion,5,357.05,3
TXN-50301,2026-01-23,London,Books,3,57.99,3
TXN-50302,2026-01-23,Berlin,Electronics,1,264.8,3
TXN-50303,2026-01-23,London,Groceries,2,67.96,3
TXN-50304,2026-01-23,San Francisco,Groceries,2,75.65,5
TXN-50305,2026-01-23,San Francisco,Electronics,4,1039.19,5
TXN-50306,2026-01-23,Tokyo,Home & Kitchen,5,464.48,5
TXN-50307,2026-01-23,Singapore,Groceries,3,99.26,3
TXN-50308,2026-01-23,Tokyo,Books,3,68.33,5
TXN-50309,2026-01-24,Berlin,Groceries,1,34.76,4
TXN-50310,2026-01-24,New York,Electronics,3,862.13,3
TXN-50311,2026-01-24,Berlin,Electronics,5,1315.15,4
TXN-50312,2026-01-24,Berlin,Home & Kitchen,1,87.97,5
TXN-50313,2026-01-24,London,Fashion,5,364.94,3
TXN-50314,2026-01-24,Tokyo,Electronics,1,285.82,4
TXN-50315,2026-01-24,Berlin,Electronics,2,455.87,5
TXN-50316,2026-01-24,Tokyo,Books,5,105.68,3
TXN-50317,2026-01-25,London,Groceries,4,143.17,4
TXN-50318,2026-01-25,New York,Home & Kitchen,3,234.54,3
TXN-50319,2026-01-25,Singapore,Home & Kitchen,4,334.98,5
TXN-50320,2026-01-25,San Francisco,Home & Kitchen,3,235.73,5
TXN-50321,2026-01-25,London,Fashion,3,249.96,5
TXN-50322,2026-01-25,San Francisco,Books,5,111.27,3
TXN-50323,2026-01-25,Berlin,Groceries,4,153.03,4
TXN-50324,2026-01-25,Singapore,Fashion,5,324.81,5
TXN-50325,2026-01-25,Berlin,Books,3,54.33,4
TXN-50326,2026-01-25,San Francisco,Fashion,3,248.7,4
TXN-50327,2026-01-25,San Francisco,Fashion,2,132.51,4
TXN-50328,2026-01-25,Berlin,Electronics,5,1438.17,5
TXN-50329,2026-01-25,Singapore,Electronics,3,872.19,5
TXN-50330,2026-01-26,Tokyo,Home & Kitchen,2,161.27,5
TXN-50331,2026-01-26,San Francisco,Home & Kitchen,4,310.46,4
TXN-50332,2026-01-26,Tokyo,Fashion,5,344.92,5
TXN-50333,2026-01-26,San Francisco,Books,5,97.18,4
TXN-50334,2026-01-26,London,Fashion,5,418.37,4
TXN-50335,2026-01-26,Tokyo,Groceries,5,185.19,3
TXN-50336,2026-01-26,Berlin,Fashion,2,162.67,3
TXN-50337,2026-01-26,London,Books,5,118.03,5
TXN-50338,2026-01-26,New York,Home & Kitchen,3,235.92,3
TXN-50339,2026-01-26,Tokyo,Groceries,5,165.24,4
TXN-50340,2026-01-27,Tokyo,Fashion,3,247.62,4
TXN-50341,2026-01-27,Tokyo,Electronics,5,1265.24,4
TXN-50342,2026-01-27,London,Electronics,2,454.23,3
TXN-50343,2026-01-27,San Francisco,Groceries,2,63.8,4
TXN-50344,2026-01-27,Singapore,Fashion,4,289.68,3
TXN-50345,2026-01-27,New York,Electronics,3,723.52,3
TXN-50346,2026-01-27,Singapore,Home & Kitchen,5,449.79,3
TXN-50347,2026-01-27,San Francisco,Groceries,3,98.34,3
TXN-50348,2026-01-27,Singapore,Books,5,103.71,3
TXN-50349,2026-01-28,Berlin,Home & Kitchen,1,92.61,5
TXN-50350,2026-01-28,Singapore,Fashion,2,138.23,3
TXN-50351,2026-01-28,London,Home & Kitchen,2,182.1,3
TXN-50352,2026-01-28,Berlin,Electronics,3,690.23,5
TXN-50353,2026-01-28,Berlin,Home & Kitchen,5,453.15,4
TXN-50354,2026-01-28,New York,Books,4,95.54,4
TXN-50355,2026-01-28,London,Electronics,1,250.86,5
TXN-50356,2026-01-28,Berlin,Electronics,3,705.02,4
TXN-50357,2026-01-28,London,Home & Kitchen,2,195.35,5
TXN-50358,2026-01-28,Singapore,Books,4,87.16,3
TXN-50359,2026-01-28,Singapore,Electronics,4,911.1,3
TXN-50360,2026-01-28,San Francisco,Electronics,1,248.67,4
TXN-50361,2026-01-28,Tokyo,Home & Kitchen,5,442.86,3
TXN-50362,2026-01-28,London,Fashion,3,243.31,3
TXN-50363,2026-01-28,London,Groceries,1,39.89,4
TXN-50364,2026-01-29,Tokyo,Books,3,71.53,4
TXN-50365,2026-01-29,London,Books,5,98.0,3
TXN-50366,2026-01-29,New York,Books,4,86.46,3
TXN-50367,2026-01-29,London,Home & Kitchen,3,237.35,4
TXN-50368,2026-01-29,London,Groceries,4,151.31,4
TXN-50369,2026-01-29,Singapore,Fashion,4,281.53,3
TXN-50370,2026-01-29,Berlin,Groceries,4,137.53,3
TXN-50371,2026-01-29,Singapore,Electronics,4,1008.99,5
TXN-50372,2026-01-29,New York,Fashion,2,161.64,5
TXN-50373,2026-01-29,New York,Books,2,36.81,5
TXN-50374,2026-01-29,London,Groceries,4,165.88,3
TXN-50375,2026-01-29,San Francisco,Home & Kitchen,4,402.78,4
TXN-50376,2026-01-29,New York,Books,5,94.13,4
TXN-50377,2026-01-29,London,Books,3,58.49,3
TXN-50378,2026-01-30,Tokyo,Fashion,5,355.63,5
TXN-50379,2026-01-30,London,Electronics,3,833.41,3
TXN-50380,2026-01-30,London,Home & Kitchen,4,326.42,3
TXN-50381,2026-01-30,Tokyo,Electronics,2,584.8,4
TXN-50382,2026-01-30,Singapore,Electronics,3,825.26,5
TXN-50383,2026-01-30,Berlin,Electronics,5,1233.89,4
TXN-50384,2026-01-30,Singapore,Fashion,2,159.34,5
TXN-50385,2026-01-30,New York,Fashion,2,159.27,3
TXN-50386,2026-01-31,New York,Books,3,63.97,4
TXN-50387,2026-01-31,Berlin,Books,2,43.34,3
TXN-50388,2026-01-31,London,Electronics,4,1199.88,5
TXN-50389,2026-01-31,Berlin,Books,4,90.46,5
TXN-50390,2026-01-31,San Francisco,Electronics,3,819.53,4
TXN-50391,2026-01-31,Singapore,Books,5,100.34,5
TXN-50392,2026-01-31,San Francisco,Home & Kitchen,2,175.06,3
TXN-50393,2026-01-31,Berlin,Electronics,2,495.62,3
TXN-50394,2026-01-31,Singapore,Groceries,2,70.27,5
TXN-50395,2026-01-31,New York,Groceries,3,100.68,5
TXN-50396,2026-01-31,San Francisco,Groceries,3,113.85,3
TXN-50397,2026-01-31,Singapore,Home & Kitchen,2,183.18,5
TXN-50398,2026-01-31,San Francisco,Fashion,5,390.67,5
TXN-50399,2026-01-31,Berlin,Groceries,1,40.16,3
TXN-50400,2026-01-31,New York,Electronics,5,1224.25,3
TXN-50401,2026-01-31,Tokyo,Home & Kitchen,5,463.97,4
TXN-50402,2026-01-31,London,Home & Kitchen,3,266.45,5
TXN-50403,2026-01-31,London,Books,4,73.75,3
TXN-50404,2026-01-31,Tokyo,Fashion,4,292.68,3
TXN-50405,2026-01-31,Berlin,Groceries,2,69.56,5
TXN-50406,2026-02-01,Tokyo,Groceries,2,78.97,5
TXN-50407,2026-02-01,New York,Home & Kitchen,3,247.99,3
TXN-50408,2026-02-01,Tokyo,Groceries,2,65.96,3
TXN-50409,2026-02-01,Tokyo,Groceries,5,179.45,3
TXN-50410,2026-02-01,Berlin,Groceries,3,100.48,3
TXN-50411,2026-02-01,Berlin,Books,4,83.97,4
TXN-50412,2026-02-01,New York,Books,1,23.67,5
TXN-50413,2026-02-01,San Francisco,Books,2,43.0,3
TXN-50414,2026-02-01,London,Electronics,4,1079.26,5
TXN-50415,2026-02-01,London,Books,5,90.25,3
TXN-50416,2026-02-01,San Francisco,Books,3,67.1,4
TXN-50417,2026-02-01,New York,Groceries,4,128.15,5
TXN-50418,2026-02-01,London,Fashion,5,345.3,4
TXN-50419,2026-02-02,Berlin,Books,3,68.86,5
TXN-50420,2026-02-02,New York,Home & Kitchen,2,202.73,4
TXN-50421,2026-02-02,London,Groceries,5,206.79,3
TXN-50422,2026-02-02,Berlin,Fashion,5,357.15,3
TXN-50423,2026-02-02,New York,Electronics,2,557.04,4
TXN-50424,2026-02-02,Tokyo,Home & Kitchen,2,183.92,5
TXN-50425,2026-02-02,London,Fashion,5,348.45,4
TXN-50426,2026-02-02,Singapore,Home & Kitchen,3,274.92,5
TXN-50427,2026-02-02,Berlin,Home & Kitchen,4,378.29,4
TXN-50428,2026-02-02,New York,Books,3,59.96,3
TXN-50429,2026-02-02,Berlin,Books,3,68.34,5
TXN-50430,2026-02-02,Berlin,Electronics,4,979.66,5
TXN-50431,2026-02-02,Berlin,Home & Kitchen,2,189.79,5
TXN-50432,2026-02-02,San Francisco,Books,5,108.87,5
TXN-50433,2026-02-02,San Francisco,Books,2,36.38,5
TXN-50434,2026-02-02,San Francisco,Electronics,1,258.08,4
